"cdlinha","cdlinhapai","nulinha","deorigem","dedestino","dedescricao","slic","nupermissionarios","delinhaoutorga","delinhaservico","declassificacaoveiculo","derazaosocial","decnpjmatriz","boativo"
18,,"012.DCO",SALVADOR,ITANHÉM,"012.DCO - SALVADOR - ITANHÉM VIA BR101",,,CONTRATO DE CONCESSÃO,CONTRATADO - TAC,DIFERENCIADO CONJUGADO,VIAÇÃO ÁGUIA BRANCA S/A,"27486182000109",true
946,,"428",VITÓRIA DA CONQUISTA,BRUMADO,"428 - VITÓRIA DA CONQUISTA - BRUMADO",,,CONTRATO DE CONCESSÃO,CONTRATADO - TAC,COMERCIAL,VIAÇÃO NOVO HORIZONTE LTDA,"60829264000184",true
649,,"266",SALVADOR,ESPLANADA,"266 - SALVADOR - ESPLANADA",,,CONTRATO DE CONCESSÃO,CONTRATADO - TAC,COMERCIAL,MARTE TRANSPORTES LTDA,"08374919000157",true
118,,"055.EXP",SALVADOR,JEQUIÉ,"055.EXP - SALVADOR - JEQUIÉ",,,CONTRATO DE CONCESSÃO,CONTRATADO - TAC,EXPRESSO,AUTO VIAÇÃO CAMURUJIPE LTDA,"15890809000103",true
238,,"101.EXP",SALVADOR,VITÓRIA DA CONQUISTA,"101.EXP - SALVADOR - VITÓRIA DA CONQUISTA VIA BR 116",,,CONTRATO DE CONCESSÃO,CONTRATADO - TAC,EXPRESSO,AUTO VIAÇÃO CAMURUJIPE LTDA,"15890809000103",true
797,,"344",EUNÁPOLIS,BOCA DO CÓRREGO,"344 - EUNÁPOLIS - BOCA DO CÓRREGO VIA ITAPEBI",,,CONTRATO DE CONCESSÃO - TAC,CONTRATADO - TAC,COMERCIAL,EXPRESSO BRASILEIRO TRANSPORTES LTDA,"13406285000107",true
1825,,"2044",BARREIRAS,SANTANA,"2044 - BARREIRAS - SANTANA VIA JAVI",true,5,TERMO DE PERMISSÃO,CONTRATADO,MICRO COMERCIAL,,,true
1435,,"751",TEIXEIRA DE FREITAS,CARAVELAS,"751 - TEIXEIRA DE FREITAS x CARAVELAS via JUERANA",,,CONTRATO DE CONCESSÃO,CONTRATADO,COMERCIAL,VIAÇÃO SÃO DOMINGOS LTDA ME,"17212909000106",true
422,,"188",IPUPIARA,MACAÚBAS,"188 - IPUPIARA - MACAÚBAS",,,CONTRATO DE CONCESSÃO,CONTRATADO - TAC,COMERCIAL,VIAÇÃO NOVO HORIZONTE LTDA,"60829264000184",true
416,,"186",EUNÁPOLIS,CARAVELAS,"186 - EUNÁPOLIS - CARAVELAS VIA PRADO",,,CONTRATO DE CONCESSÃO - TAC,CONTRATADO - TAC,COMERCIAL,EXPRESSO BRASILEIRO TRANSPORTES LTDA,"13406285000107",true
1606,,"857A.URB",LOTEAMENTO CANTO DOS PÁSSAROS,TERMINAL AEROPORTO,"857A.URB - LOTEAMENTO CANTO DOS PÁSSAROS - TERMINAL AEROPORTO",,,CONTRATO EMERGENCIAL,ADICIONAL,SEMIURBANO,ATLANTICO TRANSPORTES LTDA,"08380889000191",true
716,,"304",BOM DESPACHO,SANTO ANTÔNIO DE JESUS,"304 - BOM DESPACHO - SANTO ANTÔNIO DE JESUS",,,CONTRATO DE CONCESSÃO,CONTRATADO - TAC,COMERCIAL,VIAÇÃO JEQUIE CIDADE SOL LTDA,"14602189000105",true
317,,"137",ITABUNA,SÃO JOSÉ DA VITÓRIA,"137 - ITABUNA - SÃO JOSÉ DA VITÓRIA",,,CONTRATO DE CONCESSÃO,CONTRATADO - TAC,COMERCIAL,ROTA TRANSPORTES RODOVIARIOS LTDA,"14492342000180",true
826,,"363E",JEQUIÉ,SANTA INÊS,"363E - JEQUIÉ - SANTA INÊS",,,CONTRATO DE CONCESSÃO,CONTRATADO - TAC,COMERCIAL,VIAÇÃO JEQUIE CIDADE SOL LTDA,"14602189000105",true
1224,,"579A2.EXE",BOM DESPACHO,ITACARÉ,"579A2.EXE - BOM DESPACHO - ITACARÉ VIA CAMAMU E BA001",,,CONTRATO DE CONCESSÃO - TAC,DIFERENCIADO,EXECUTIVO,VIAÇÃO JEQUIE CIDADE SOL LTDA,"14602189000105",true
1424,,"736.URB",ALAGOINHAS,ARAÇAS,"736.URB - ALAGOINHAS - ARAÇÁS",,,CONTRATO DE CONCESSÃO,CONTRATADO,SEMIURBANO,JOSE AGUINELO DE SANTANA FILHO  - EIRELI,"00792706000133",true
753,,"324",SALVADOR,IRARÁ,"324 - SALVADOR - IRARÁ VIA FEIRA DE SANTANA",,,CONTRATO DE CONCESSÃO,CONTRATADO,COMERCIAL,VIAÇÃO JEQUIE CIDADE SOL LTDA,"14602189000105",true
512,,"225A",SALVADOR,PEDRA ALTA,"225A - SALVADOR - PEDRA ALTA VIA ARACI",,,CONTRATO DE CONCESSÃO,CONTRATADO - TAC,COMERCIAL,PLENNA TRANSPORTES E SERVIÇOS LTDA,"16496572000143",true
1183,,"562A",VITÓRIA DA CONQUISTA,PLANALTINO,"562A - VITÓRIA DA CONQUISTA - PLANALTINO VIA MARACÁS / ITIRUÇU",,,CONTRATO DE CONCESSÃO,CONTRATADO - TAC,COMERCIAL,AUTO VIAÇÃO CAMURUJIPE LTDA,"15890809000103",true
131,,"060A2",SALVADOR, JEQUIÉ,"060A2 - SALVADOR - JEQUIÉ VIA JAGUAQUARA",,,CONTRATO DE CONCESSÃO,CONTRATADO - TAC,COMERCIAL,AUTO VIAÇÃO CAMURUJIPE LTDA,"15890809000103",true
1022,,"478A",FEIRA DE SANTANA,BARRA DO ITARIRI,"478A - FEIRA DE SANTANA - BARRA DO ITARIRI via CONDE",,,CONTRATO DE CONCESSÃO,CONTRATADO - TAC,COMERCIAL,MARTE TRANSPORTES LTDA,"08374919000157",true
571,,"238A",SALVADOR,PÉ DE SERRA,"238A - SALVADOR - PÉ DE SERRA VIA RIACHÃO DO JACUÍPE",,,CONTRATO DE CONCESSÃO,CONTRATADO - TAC,COMERCIAL,MATHEUS SANTOS E CIA LTDAS,"16096166000193",true
116,,"055.ESL",SALVADOR,JEQUIÉ,"055.ESL - SALVADOR - JEQUIÉ",,,CONTRATO DE CONCESSÃO,CONTRATADO - TAC,SEMILEITO EXECUTIVO,AUTO VIAÇÃO CAMURUJIPE LTDA,"15890809000103",true
407,,"181",ITABUNA,ITAPITANGA,"181 - ITABUNA - ITAPITANGA VIA COARACI",,,CONTRATO DE CONCESSÃO,CONTRATADO - TAC,COMERCIAL,ROTA TRANSPORTES RODOVIARIOS LTDA,"14492342000180",true
1466,,"802",SALVADOR,SÃO FRANCISCO DO CONDE,"802 - SALVADOR - SÃO FRANCISCO DO CONDE VIA BR324",,,AUTORIZAÇÃO,CONTRATADO,COMERCIAL,R13 TRANSPORTES & SERVIÇOS EIRELI,"15235799000172",true
204,,"086A",FEIRA DE SANTANA,MADRE DE DEUS,"086A - FEIRA DE SANTANA - MADRE DE DEUS VIA CANDEIAS",,,CONTRATO DE CONCESSÃO,CONTRATADO - TAC,COMERCIAL,VIAÇÃO JEQUIE CIDADE SOL LTDA,"14602189000105",true
1382,,"669",TEIXEIRA DE FREITAS,PRADO,"669 - TEIXEIRA DE FREITAS x PRADO via SÃO FRANCISCO",,,CONTRATO DE CONCESSÃO,CONTRATADO,COMERCIAL,VIAÇÃO SÃO DOMINGOS LTDA ME,"17212909000106",true
349,,"148",VITÓRIA DA CONQUISTA,BARRA DA ESTIVA,"148 - VITÓRIA DA CONQUISTA - BARRA DA ESTIVA",,,CONTRATO DE CONCESSÃO,CONTRATADO - TAC,COMERCIAL,VIAÇÃO NOVO HORIZONTE LTDA,"60829264000184",true
791,,"340",EUNÁPOLIS,GUARATINGA,"340 - EUNÁPOLIS - GUARATINGA VIA ITABELA",,,CONTRATO DE CONCESSÃO - TAC,CONTRATADO - TAC,COMERCIAL,EXPRESSO BRASILEIRO TRANSPORTES LTDA,"13406285000107",true
348,,"147A4",SALVADOR,MANSIDÃO,"147A4 - SALVADOR - MANSIDÃO VIA BARREIRAS",,,CONTRATO DE CONCESSÃO,CONTRATADO - TAC,COMERCIAL,RAPIDO FEDERAL VIACAO LIMITADA,"25634569000130",true
620,,"256",SALVADOR,PAULO AFONSO,"256 - SALVADOR - PAULO AFONSO VIA ALAGOINHAS",,,CONTRATO DE CONCESSÃO,CONTRATADO - TAC,COMERCIAL,VIACAO REGIONAL S/A,"01476325000108",true
17,,"012",SALVADOR,ITANHÉM,"012 - SALVADOR - ITANHÉM VIA BR101",,,CONTRATO DE CONCESSÃO,CONTRATADO - TAC,COMERCIAL,VIAÇÃO ÁGUIA BRANCA S/A,"27486182000109",true
334,,"145E",SALVADOR,LENÇÓIS,"145E - SALVADOR - LENÇÓIS",,,CONTRATO DE CONCESSÃO,CONTRATADO - TAC,COMERCIAL,RAPIDO FEDERAL VIACAO LIMITADA,"25634569000130",true
1221,,"579",BOM DESPACHO,CAMAMU,"579 - BOM DESPACHO - CAMAMU VIA BA001",,,CONTRATO DE CONCESSÃO,CONTRATADO - TAC,COMERCIAL,VIAÇÃO JEQUIE CIDADE SOL LTDA,"14602189000105",true
1325,,"626A2",SALVADOR,JANDAÍRA,"626A2 - SALVADOR - JANDAÍRA VIA BA099",,,CONTRATO DE CONCESSÃO,CONTRATADO,COMERCIAL,ATLANTICO TRANSPORTES LTDA,"08380889000191",true
1004,,"467E",VITÓRIA DA CONQUISTA,QUARAÇU,"467E - VITÓRIA DA CONQUISTA - QUARAÇU",,,CONTRATO DE CONCESSÃO,CONTRATADO - TAC,COMERCIAL,VIAÇÃO NOVO HORIZONTE LTDA,"60829264000184",true
1877,,"2303",SANTA MARIA DA VITÓRIA,LAMEIRÃO (DIST CANÁPOLIS),"2303 - SANTA MARIA DA VITÓRIA - LAMEIRÃO (DIST CANÁPOLIS)",true,3,TERMO DE PERMISSÃO,CONTRATADO,COMERCIAL,,,true
378,,"165A",SALVADOR,RAFAEL JAMBEIRO,"165A - SALVADOR - RAFAEL JAMBEIRO VIA BR 101",,,CONTRATO DE CONCESSÃO,CONTRATADO - TAC,COMERCIAL,AUTO VIAÇÃO CAMURUJIPE LTDA,"15890809000103",true
1198,,"568A",EUNÁPOLIS,ITAPETINGA,"568A - EUNÁPOLIS - ITAPETINGA VIA VIA BA270",,,CONTRATO DE CONCESSÃO - TAC,ADICIONAL,COMERCIAL,EXPRESSO BRASILEIRO TRANSPORTES LTDA,"13406285000107",true
452,,"195A",SALVADOR,BRUMADO,"195A - SALVADOR - BRUMADO VIA RIO DE CONTAS",,,CONTRATO DE CONCESSÃO,CONTRATADO - TAC,COMERCIAL,VIAÇÃO NOVO HORIZONTE LTDA,"60829264000184",true
67,,"037A",JEQUIÉ,ITAQUARA,"037A - JEQUIÉ - ITAQUARA VIA JAGUAQUARA",,,CONTRATO DE CONCESSÃO,CONTRATADO - TAC,COMERCIAL,AUTO VIAÇÃO CAMURUJIPE LTDA,"15890809000103",true
1876,,"2309",SANTA MARIA DA VITÓRIA,SERRA DOURADA,"2309 - SANTA MARIA DA VITÓRIA - SERRA DOURADA",true,3,TERMO DE PERMISSÃO,CONTRATADO,COMERCIAL,,,true
1164,,"557",SALVADOR,PORTO SEGURO,"557 - SALVADOR - PORTO SEGURO",,,CONTRATO DE CONCESSÃO,CONTRATADO - TAC,COMERCIAL,VIAÇÃO ÁGUIA BRANCA S/A,"27486182000109",true
792,,"340R",EUNÁPOLIS,ITABELA,"340R - EUNÁPOLIS - ITABELA",,,CONTRATO DE CONCESSÃO - TAC,CONTRATADO - TAC,COMERCIAL,EXPRESSO BRASILEIRO TRANSPORTES LTDA,"13406285000107",true
1114,,"530.URB",BARREIRAS,ANGICAL,"530.URB - BARREIRAS - ANGICAL",,,CONTRATO DE CONCESSÃO,CONTRATADO - TAC,SEMIURBANO,EMTRAM EMPRESA DE TRANSPORTES MACAUBENSE LTDA,"16041592000120",true
275,,"113",JEQUIÉ,AIQUARA,"113 - JEQUIÉ - AIQUARA",,,CONTRATO DE CONCESSÃO,CONTRATADO - TAC,COMERCIAL,VIAÇÃO JEQUIE CIDADE SOL LTDA,"14602189000105",true
930,,"421.DCO",SALVADOR,TEIXEIRA DE FREITAS,"421.DCO - SALVADOR - TEIXEIRA DE FREITAS",,,CONTRATO DE CONCESSÃO - TAC,DIFERENCIADO,DIFERENCIADO CONJUGADO,VIAÇÃO ÁGUIA BRANCA S/A,"27486182000109",true
206,,"087.EXE",SALVADOR,RUY BARBOSA,"087.EXE - SALVADOR - RUY BARBOSA VIA IPIRÁ / BA488 / BA046",,,CONTRATO DE CONCESSÃO - TAC,DIFERENCIADO,EXECUTIVO,VIAÇÃO JEQUIE CIDADE SOL LTDA,"14602189000105",true
1891,,"2174",JUAZEIRO,BEM BOM (POV CASA NOVA),"2174 - JUAZEIRO - BEM BOM (POV CASA NOVA)",true,2,TERMO DE PERMISSÃO,CONTRATADO,COMERCIAL,,,true
899,,"409.EXE",SALVADOR,MACAÚBAS,"409.EXE - SALVADOR - MACAÚBAS VIA BR242",,,CONTRATO DE CONCESSÃO - TAC,DIFERENCIADO,EXECUTIVO,RAPIDO FEDERAL VIACAO LIMITADA,"25634569000130",true
1089,,"520.CAR",SALVADOR,CIPÓ,"520.CAR - SALVADOR - CIPÓ",,,CONTRATO DE CONCESSÃO,CONTRATADO - TAC,COMERCIAL COM AR-CONDICIONADO,VIACAO REGIONAL S/A,"01476325000108",true
479,,"207A2",VARGITO,PARAMIRIM,"207A2 - VARGITO - PARAMIRIM VIA CAMACAN/ ITAPETINGA",,,CONTRATO DE CONCESSÃO,CONTRATADO - TAC,COMERCIAL,VIACAO SALUTARIS E TURISMO S/A,"32285454000142",true
577,,"240",ILHÉUS,ITACARÉ,"240 - ILHÉUS - ITACARÉ VIA SERRA GRANDE",,,CONTRATO DE CONCESSÃO,CONTRATADO - TAC,COMERCIAL,ROTA TRANSPORTES RODOVIARIOS LTDA,"14492342000180",true
1279,,"602",EUNÁPOLIS,PORTO SEGURO,"602 - EUNÁPOLIS - PORTO SEGURO",,,CONTRATO DE CONCESSÃO - TAC,CONTRATADO - TAC,COMERCIAL,EXPRESSO BRASILEIRO TRANSPORTES LTDA,"13406285000107",true
1819,,"2035",BARREIRAS,RIACHÃO DAS NEVES,"2035 - BARREIRAS - RIACHÃO DAS NEVES",true,7,TERMO DE PERMISSÃO,CONTRATADO,MICRO COMERCIAL,,,true
1612,,"858A2.URB",TERMINAL AEROPORTO,PRAIA DE IPITANGA,"858A2.URB - TERMINAL AEROPORTO - PRAIA DE IPITANGA VIA PRAÇA ARCANJA",,,CONTRATO EMERGENCIAL,ADICIONAL,SEMIURBANO,EXPRESSO LUXO VITORIA LTDA,"10550441000110",true
769,,"329.ESL",SALVADOR,XIQUE-XIQUE,"329.ESL - SALVADOR - XIQUE-XIQUE VIA FEIRA DE SANTANA",,,CONTRATO DE CONCESSÃO,CONTRATADO - TAC,SEMILEITO EXECUTIVO,VIAÇÃO JEQUIE CIDADE SOL LTDA,"14602189000105",true
683,,"287",FEIRA DE SANTANA,SANTO ANTÔNIO DE JESUS,"287 - FEIRA DE SANTANA - SANTO ANTÔNIO DE JESUS VIA BR101",,,CONTRATO DE CONCESSÃO,CONTRATADO - TAC,COMERCIAL,VIAÇÃO JEQUIE CIDADE SOL LTDA,"14602189000105",true
1595,,"855A.URB",VIDA NOVA,BARRA,"855A.URB - VIDA NOVA - BARRA VIA ITINGA/ CARDEAL SILVA/ POLITEAMA",,,TERMO DE PERMISSÃO,ADICIONAL,SEMIURBANO,BTM BAHIA TRANSPORTES METROPOLITANO LTDA.,"07184036000111",true
1496,,"811.URB",CANDEIAS,SÃO FRANCISCO DO CONDE,"811.URB - CANDEIAS - SÃO FRANCISCO DO CONDE",,,CONTRATO EMERGENCIAL,CONTRATADO,SEMIURBANO,AVANCO TRANSPORTES E TURISMO EIRELI,"34732379000146",true
740,,"316",SALVADOR,CANSANÇÃO,"316 - SALVADOR - CANSANÇÃO VIA VALENTE",,,CONTRATO DE CONCESSÃO,CONTRATADO - TAC,COMERCIAL,EXPRESSO SÃO MATHEUS LTDA,"14671572000107",true
219,,"094.EXE",SALVADOR,GUANAMBI,"094.EXE - SALVADOR - GUANAMBI",,,CONTRATO DE CONCESSÃO,CONTRATADO - TAC,EXECUTIVO,VIAÇÃO NOVO HORIZONTE LTDA,"60829264000184",true
1096,,"522",BRUMADO,TRANQUEIRAS,"522 - BRUMADO - TRANQUEIRAS VIA JOÃO VAZ",,,CONTRATO DE CONCESSÃO,CONTRATADO - TAC,COMERCIAL,VIAÇÃO NOVO HORIZONTE LTDA,"60829264000184",true
534,,"228",FEIRA DE SANTANA,CONCEIÇÃO DO COITÉ,"228 - FEIRA DE SANTANA - CONCEIÇÃO DO COITÉ",,,CONTRATO DE CONCESSÃO,CONTRATADO - TAC,COMERCIAL,EXPRESSO SÃO MATHEUS LTDA,"14671572000107",true
942,,"426A2.CAR",FEIRA DE SANTANA,ITACARÉ,"426A2.CAR - FEIRA DE SANTANA - ITACARÉ VIA CAMAMÚ",,,CONTRATO DE CONCESSÃO,CONTRATADO - TAC,COMERCIAL COM AR-CONDICIONADO,VIAÇÃO JEQUIE CIDADE SOL LTDA,"14602189000105",true
518,,"226R",SERRINHA,PATAIBA,"226R - SERRINHA - PATAIBA",,,CONTRATO DE CONCESSÃO - TAC,ADICIONAL,COMERCIAL,PLENNA TRANSPORTES E SERVIÇOS LTDA,"16496572000143",true
241,,"101A",SALVADOR,CONDEÚBA,"101A - SALVADOR - CONDEÚBA VIA VITÓRIA DA CONQUISTA",,,CONTRATO DE CONCESSÃO,CONTRATADO - TAC,COMERCIAL,AUTO VIAÇÃO CAMURUJIPE LTDA,"15890809000103",true
923,,"419",ITABUNA,TEIXEIRA DE FREITAS,"419 - ITABUNA - TEIXEIRA DE FREITAS",,,CONTRATO DE CONCESSÃO,CONTRATADO - TAC,COMERCIAL,ROTA TRANSPORTES RODOVIARIOS LTDA,"14492342000180",true
1853,,"2061",BOM JESUS DA LAPA,SÍTIO DO MATO,"2061 - BOM JESUS DA LAPA - SÍTIO DO MATO",true,12,TERMO DE PERMISSÃO,CONTRATADO,COMERCIAL,,,true
1105,,"528.DCO",SALVADOR,PAULO AFONSO,"528.DCO - SALVADOR - PAULO AFONSO VIA FEIRA DE SANTANA / TUCANO",,,CONTRATO DE CONCESSÃO,CONTRATADO - TAC,DIFERENCIADO CONJUGADO,VIACAO REGIONAL S/A,"01476325000108",true
336,,"146A",SALVADOR,BOM JESUS DA LAPA,"146A - SALVADOR - BOM JESUS DA LAPA VIA IBOTIRAMA / SÍTIO DO MATO",,,CONTRATO DE CONCESSÃO,CONTRATADO - TAC,COMERCIAL,RAPIDO FEDERAL VIACAO LIMITADA,"25634569000130",true
217,,"093A",SALVADOR,CORRENTINA,"093A - SALVADOR - CORRENTINA VIA MARACÁS",,,CONTRATO DE CONCESSÃO,CONTRATADO - TAC,COMERCIAL,VIAÇÃO NOVO HORIZONTE LTDA,"60829264000184",true
511,,"225.MIC",SALVADOR,ARACI,"225.MIC - SALVADOR - ARACI",,,CONTRATO DE CONCESSÃO,CONTRATADO - TAC,MICRO COMERCIAL,PLENNA TRANSPORTES E SERVIÇOS LTDA,"16496572000143",true
1340,,"638",EUNÁPOLIS,TRANCOSO,"638 - EUNÁPOLIS - TRANCOSO VIA VALE VERDE",,,CONTRATO DE CONCESSÃO - TAC,CONTRATADO - TAC,COMERCIAL,EXPRESSO BRASILEIRO TRANSPORTES LTDA,"13406285000107",true
981,,"452",ITABUNA,SERRA GRANDE,"452 - ITABUNA - SERRA GRANDE",,,CONTRATO DE CONCESSÃO,CONTRATADO - TAC,COMERCIAL,ROTA TRANSPORTES RODOVIARIOS LTDA,"14492342000180",true
458,,"197A2",ILHÉUS,PORTO SEGURO,"197A2 - ILHÉUS - PORTO SEGURO VIA ITABUNA",,,CONTRATO DE CONCESSÃO,CONTRATADO - TAC,COMERCIAL,ROTA TRANSPORTES RODOVIARIOS LTDA,"14492342000180",true
1833,,"2138",SENHOR DO BOMFIM,ESPANTA GADO,"2138 - SENHOR DO BOMFIM - POV DE ESPANTA GADO (QUEIMADAS)",true,2,TERMO DE PERMISSÃO,CONTRATADO,MICRO COMERCIAL,,,true
1449,,"781.URB",IRECÊ,VOLTA GRANDE (POV LAPÃO),"781.URB - IRECÊ - VOLTA GRANDE (POV LAPÃO) VIA MOSQUITO (POV LAPÃO)",,,CONTRATO DE CONCESSÃO,CONTRATADO,COMERCIAL,SATURNINO TURISMO LTDA,"01001266000111",true
1469,,"803A.CAR",SALVADOR,NOVA DIAS D'ÁVILA,"803A.CAR - SALVADOR - NOVA DIAS D'ÁVILA VIA DIAS D'ÁVILA",,,CONTRATO DE CONCESSÃO,ADICIONAL / DIFERENCIADO,COMERCIAL COM AR-CONDICIONADO,UNIVALE TRANSPORTES LTDA,"65107971000180",true
230,,"099",VITÓRIA DA CONQUISTA,BOM JESUS DA LAPA,"099 - VITÓRIA DA CONQUISTA - BOM JESUS DA LAPA",,,CONTRATO DE CONCESSÃO,CONTRATADO - TAC,COMERCIAL,VIAÇÃO NOVO HORIZONTE LTDA,"60829264000184",true
903,,"411R",ITABERABA,MARCIONÍLIO SOUZA,"411R - ITABERABA - MARCIONÍLIO SOUZA",,,CONTRATO DE CONCESSÃO,CONTRATADO - TAC,COMERCIAL,VIAÇÃO JEQUIE CIDADE SOL LTDA,"14602189000105",true
1121,,"536A2",ILHÉUS,JAGUAQUARA,"536A2 - ILHÉUS - JAGUAQUARA VIA ITABUNA",,,CONTRATO DE CONCESSÃO,CONTRATADO - TAC,COMERCIAL,VIAÇÃO ÁGUIA BRANCA S/A,"27486182000109",true
636,,"260",SALVADOR,RODELAS,"260 - SALVADOR - RODELAS VIA BR 116",,,CONTRATO DE CONCESSÃO,CONTRATADO - TAC,COMERCIAL,MARTE TRANSPORTES LTDA,"08374919000157",true
1286,,"603A3",CAMACAN,POSTO DO ROSÁRIO,"603A3 - CAMACAN - POSTO DO ROSÁRIO VIA PARAMIRIM / BARREIRAS",,,CONTRATO DE CONCESSÃO,CONTRATADO - TAC,COMERCIAL,VIAÇÃO NOVO HORIZONTE LTDA,"60829264000184",true
1194,,"565X",PORTO SEGURO,CANAVIEIRAS,"565X - PORTO SEGURO - CANAVIEIRAS VIA VARGITO",,,CONTRATO DE CONCESSÃO - TAC,CONTRATADO - TAC,COMERCIAL,EXPRESSO BRASILEIRO TRANSPORTES LTDA,"13406285000107",true
256,,"107",JEQUIÉ,VALENÇA,"107 - JEQUIÉ - VALENÇA VIA BR101",,,CONTRATO DE CONCESSÃO,CONTRATADO - TAC,COMERCIAL,VIAÇÃO JEQUIE CIDADE SOL LTDA,"14602189000105",true
844,,"371F",ILHÉUS,BARRA,"371F - ILHÉUS - BARRA VIA BARREIRAS / MACAÚBAS",,,CONTRATO DE CONCESSÃO,CONTRATADO - TAC,COMERCIAL,VIAÇÃO NOVO HORIZONTE LTDA,"60829264000184",true
1054,,"499",FEIRA DE SANTANA,IRARÁ,"499 - FEIRA DE SANTANA - IRARÁ VIA BR 116",,,CONTRATO DE CONCESSÃO,CONTRATADO - TAC,COMERCIAL,TRANSOARES TRANSPORTES URBANOS LTDA,"01125308000126",true
45,,"026",BOM DESPACHO,JAGUARIPE,"026 - BOM DESPACHO - JAGUARIPE",,,CONTRATO DE CONCESSÃO,CONTRATADO - TAC,COMERCIAL,VIAÇÃO JEQUIE CIDADE SOL LTDA,"14602189000105",true
1840,,"2154",JUAZEIRO,RIACHO SECO,"2154 - JUAZEIRO - RIACHO SECO ( DIST DE CURAÇÁ)",true,1,TERMO DE PERMISSÃO,CONTRATADO,MICRO COMERCIAL,,,true
1261,,"595",SALVADOR,ITAPETINGA,"595 - SALVADOR - ITAPETINGA VIA BR101",,,CONTRATO DE CONCESSÃO,CONTRATADO - TAC,COMERCIAL,VIAÇÃO ÁGUIA BRANCA S/A,"27486182000109",true
885,,"399",SALVADOR,JAGUAQUARA,"399 - SALVADOR - JAGUAQUARA VIA BR 116",,,CONTRATO DE CONCESSÃO,CONTRATADO - TAC,COMERCIAL,AUTO VIAÇÃO CAMURUJIPE LTDA,"15890809000103",true
423,,"188A",IPUPIARA,IBIPITANGA,"188A - IPUPIARA - IBIPITANGA",,,CONTRATO DE CONCESSÃO,CONTRATADO - TAC,COMERCIAL,VIAÇÃO NOVO HORIZONTE LTDA,"60829264000184",true
1823,,"2042",LUIZ EDUARDO MAGALHÃES,RODA VELHA,"2042 - LUIZ EDUARDO MAGALHÃES - RODA VELHA",true,3,TERMO DE PERMISSÃO,CONTRATADO,MICRO COMERCIAL,,,true
1068,,"505A",SALVADOR,PINDOBAÇU,"505A - SALVADOR - PINDOBAÇU VIA CAPIM GROSSO",,,CONTRATO DE CONCESSÃO,ADICIONAL,COMERCIAL,TRANSOARES TRANSPORTES URBANOS LTDA,"01125308000126",true
1339,,"637",SERRINHA,ESPLANADA,"637 - SERRINHA - ESPLANADA VIA RIO REAL",,,CONTRATO DE CONCESSÃO,CONTRATADO - TAC,COMERCIAL,EXPRESSO SÃO MATHEUS LTDA,"14671572000107",true
102,,"051",VITÓRIA DA CONQUISTA,BOM JESUS DA SERRA,"051 - VITÓRIA DA CONQUISTA - BOM JESUS DA SERRA",,,CONTRATO DE CONCESSÃO,CONTRATADO - TAC,COMERCIAL,VIAÇÃO NOVO HORIZONTE LTDA,"60829264000184",true
757,,"327",SALVADOR,MUTUÍPE,"327 - SALVADOR - MUTUÍPE",,,CONTRATO DE CONCESSÃO,CONTRATADO - TAC,COMERCIAL,VIAÇÃO JEQUIE CIDADE SOL LTDA,"14602189000105",true
453,,"195E",SALVADOR,ABAÍRA,"195E - SALVADOR - ABAÍRA",,,CONTRATO DE CONCESSÃO,CONTRATADO - TAC,COMERCIAL,VIAÇÃO NOVO HORIZONTE LTDA,"60829264000184",true
1028,,"480R2",SALVADOR,PARAGUAÇU,"480R2 - SALVADOR - PARAGUAÇU",,,CONTRATO DE CONCESSÃO,CONTRATADO - TAC,COMERCIAL,EMTRAM EMPRESA DE TRANSPORTES MACAUBENSE LTDA,"16041592000120",true
1374,,"659X",SALVADOR,POSTO DO ROSÁRIO,"659X - SALVADOR - POSTO DO ROSÁRIO VIA BR 242",,,CONTRATO DE CONCESSÃO,CONTRATADO - TAC,COMERCIAL,VIAÇÃO NOVO HORIZONTE LTDA,"60829264000184",true
37,,"021",BOM DESPACHO,CONCEIÇÃO DE SALINAS,"021 - BOM DESPACHO - CONCEIÇÃO DE SALINAS",,,CONTRATO DE CONCESSÃO,CONTRATADO - TAC,COMERCIAL,VIAÇÃO JEQUIE CIDADE SOL LTDA,"14602189000105",true
33,,"019E",SALVADOR,HUMILDES,"019E - SALVADOR - HUMILDES VIA BR-101",,,CONTRATO DE CONCESSÃO,CONTRATADO - TAC,COMERCIAL,RD TURISMO TRANSPORTES RODOVIÁRIOS LTDA,"00500618000110",true
809,,"351",CARAVELAS,ITAMARAJU,"351 - CARAVELAS -  ITAMARAJU VIA PRADO e ALCOBAÇA",,,CONTRATO DE CONCESSÃO - TAC,CONTRATADO - TAC,COMERCIAL,EXPRESSO BRASILEIRO TRANSPORTES LTDA,"13406285000107",true
727,,"308E",SALVADOR,TERRA NOVA,"308E - SALVADOR - TERRA NOVA",,,CONTRATO DE CONCESSÃO,CONTRATADO - TAC,COMERCIAL,VIACAO REGIONAL S/A,"01476325000108",true
1322,,"625A",SALVADOR, INHAMBUPE,"625A - SALVADOR - INHAMBUPE VIA BA099",,,CONTRATO DE CONCESSÃO,CONTRATADO,COMERCIAL,ATLANTICO TRANSPORTES LTDA,"08380889000191",true
